"0311000000","Folketinget"
"0311010000","Folketinget"
"0311010100","Beholdninger"
"0311011000","Almindelig virksomhed"
"0311013000","Udvalgsarbejde"
"0311014000","Interparlamentariske forsamlinger"
"0311030000","Folketingets medlemmer"
"0311031000","Folketingsvederlag og boliggodtgørelse"
"0311032000","Befordringsudgifter"
"0311033000","Folketingsgruppestøtte"
"0311050000","Erhvervelse af medlemsboliger"
"0311050100","Beholdninger"
"0311051000","Erhvervelse og ombygning af medlemsboliger"
"0311060000","Medlemsboliger"
"0311060100","Beholdninger"
"0311061000","Drift af medlemsboliger"
"0320000000","Folketingets Ombudsmand"
"0321000000","Folketingets Ombudsmand"
"0321010000","Folketingets Ombudsmand"
"0321010100","Beholdninger"
"0321011000","Almindelig virksomhed"
"0330000000","Statsrevisorerne og Rigsrevisionen"
"0331000000","Statsrevisorerne og Rigsrevisionen"
"0331010000","Statsrevisorerne"
"0331010100","Beholdninger"
"0331011000","Almindelig virksomhed"
"0331110000","Rigsrevisionen"
"0331111000","Almindelig virksomhed"
"0340000000","Folketingets pensioner"
"0341000000","Folketingets pensioner"
"0341010000","Folketingets pensioner"
"0341011000","Folketingets medlemspensioner"
"0341013000","Folketingets Administrations pensioner"
"0341014000","Folketingets Ombudsmands pensioner"
"0341015000","Statsrevisorernes pensioner"
"0341016000","Rigsrevisionens pensioner"
"0500000000","Statsministeriet"
"0510000000","Fællesudgifter"
"0511000000","Centralstyrelsen"
"0511010000","Departementet"
"0511010100","Beholdninger"
"0511011000","Almindelig virksomhed"
"0511020000","Særlige regeringsinitiativer"
"0511021000","Særlige regeringsinitiativer"
"0511030000","Vederlag og repræsentationstillæg til ministre"
"0511031000","Almindelig virksomhed"
"0511032000","Vederlag til ministre"
"0511033000","Eftervederlag til tidligere ministre"
"0511050000","Tilskud"
"0511051000","Avisårbogen"
"0511052000","Nordatlantens Brygge"
"0511790000","Reserver og budgetregulering"
"0511793000","Budgetregulering vedr. effektiv administration"
"0512000000","Grønland og Færøerne"
"0512030000","Rigsombudsmanden i Grønland"
"0512031000","Almindelig virksomhed"
"0512510000","Rigsombudsmanden på Færøerne"
"0512511000","Almindelig virksomhed"
"0600000000","Udenrigsministeriet"
"0610000000","Udenrigstjenesten mv."
"0611000000","Udenrigstjenesten mv."
"0611010000","Udenrigstjenesten (tekstanm. 1, 13 og 100)"
"0611010100","Beholdninger"
"0611011000","Generel udenrigspolitik"
"0611012000","Administration af udviklingsbistand"
"0611013000","Eksport- og investeringsfremme mv."
"0611014000","Borgerservice"
"0611018000","Udenrigsministeriets Kompetencecenter"
"0611019000","Indtægtsdækket virksomhed. Udenrigsministeriets Kompetencecenter"
"0611020000","Regeringens fællesudgifter vedrørende EU-formandskabet"
"0611020100","Beholdninger"
"0611021000","Fællesudgifter"
"0611030000","Udenrigstjenestens bygninger"
"0611032000","Afhændelse af anlægsprojekter"
"0611040000","Regeringens fællesudgifter vedrørende FN's Klimakonference (COP15)"
"0611041000","Fællesudgifter"
"0611050000","Indtægter fra borgerserviceydelser"
"0611051000","Indtægter fra borgerservicesager"
"0611060000","Renteindtægt af diverse tilgodehavender"
"0611061000","Renteindtægt af diverse tilgodehavender"
"0611110000","Institut for Menneskerettigheder - Danmarks Nationale Menneskerettighedsinstitution"
"0611111000","Almindelig virksomhed"
"0611119000","Indtægtsdækket virksomhed"
"0611119500","Tilskudsfinansieret virksomhed"
"0611119700","Andre tilskudsfinansierede aktiviteter"
"0611120000","Dansk Institut for Internationale Studier"
"0611120100","Beholdninger"
"0611121000","Almindelig virksomhed"
"0611129000","Indtægtsdækket virksomhed"
"0611129500","Tilskudsfinansieret virksomhed"
"0611129700","Anden tilskudsfinansieret virksomhed"
"0611130000","Dansk Center for Internationale Studier og Menneskerettigheder"
"0611130100","Beholdninger"
"0611131000","Almindelig virksomhed"
"0611139000","Indtægtsdækket virksomhed"
"0611139500","Tilskudsfinansieret virksomhed"
"0611139700","Andre tilskudsfinansierede aktiviteter"
"0611150000","Ikke-lovbundne tilskud til internationale formål og institutioner (tekstanm. 101)"
"0611150100","Beholdninger"
"0611151000","Tilskud til oplysningsarbejde mv."
"0611152000","Tilskud til internationale institutioner"
"0611153000","Internationale presseindsatser og markedsføring af Danmark"
"0611154000","Freds- og Stabiliseringsfonden (ikke udviklingsbistand)"
"0611190000","Bilateralt naboskabsprogram (tekstanm. 101)"
"0611190100","Beholdninger"
"0611191000","Almindelig virksomhed"
"0611191500","Freds og stabilitetsfremmende indsatser på Balkan"
"0611193000","Naboskabsindsatser i lande, der er omfattet af OECD's DAC-liste over modtagere af udviklingsbistand"
"0611194000","Naboskabsindsatser i lande, der ikke er omfattet af OECD's DAC-liste over modtagere af udviklingsbistand"
"0611210000","Udlodninger fra IØ og IFU (tekstanm. 10)"
"0611211000","Udlodninger fra IØ og IFU"
"0611790000","Reserver og budgetregulering"
"0611791000","Budgetregulering vedr. effektiv administration i staten (øvrig drift)"
"0611792000","Budgetregulering vedr. effektiv administration i staten (løn)"
"0620000000","Internationale organisationer"
"0621000000","Nordiske formål"
"0621010000","Nordisk Ministerråd (tekstanm. 3)"
"0621011000","Nordisk Ministerråd"
"0622000000","Øvrige internationale organisationer"
"0622010000","Fredsbevarende operationer mv. under de Forenede Nationer"
"0622011000","De Forenede Nationer"
"0622012000","Internationale straffedomstole"
"0622030000","Øvrige organisationer"
"0622031000","Almindelig virksomhed"
"0622050000","Den Europæiske Investeringsbank"
"0622051000","Den Europæiske Investeringsbank"
"0630000000","Bistand til udviklingslandene"
"0631000000","Reserver"
"0631790000","Reserver"
"0631790100","Beholdninger"
"0631791000","Reserve"
"0632000000","Bilateral bistand"
"0632010000","Udviklingslande i Afrika"
"0632010100","Beholdninger"
"0632010500","Etiopien"
"0632010600","Niger"
"0632010700","Zimbabwe"
"0632010800","Somalia"
"0632010900","Sydsudan"
"0632011000","Tanzania"
"0632011100","Kenya"
"0632011200","Uganda"
"0632011300","Mozambique"
"0632011500","Ghana"
"0632011600","Benin"
"0632011700","Burkina Faso"
"0632011800","Zambia"
"0632011900","Egypten"
"0632012000","Mali"
"0632012300","Øvrige indsatser i Afrika"
"0632012400","Særlige bilaterale hiv/aids-indsatser i Afrika"
"0632012500","Særlige bilaterale kvinde-indsatser i Afrika"
"0632012600","Opfølgning på Afrikakommissionens anbefalinger"
"0632020000","Udviklingslande i Asien og Latinamerika"
"0632020100","Beholdninger"
"0632020400","Pakistan"
"0632020500","Burma"
"0632020600","Cambodja"
"0632020700","Indonesien"
"0632020800","Det Palæstinensiske Selvstyre"
"0632020900","Afghanistan"
"0632021100","Bangladesh"
"0632021200","Nepal"
"0632021300","Bhutan"
"0632021400","Vietnam"
"0632021500","Øvrige indsatser i Asien"
"0632021600","Nicaragua"
"0632021700","Bolivia"
"0632021800","Øvrige indsatser i Latinamerika"
"0632040000","Personelbistand"
"0632040100","Beholdninger"
"0632041000","Rådgiverbistand"
"0632041100","Stipendiatbistand"
"0632041200","Firmarådgivere"
"0632041300","Bistandsfaglig kompetenceudvikling mv."
"0632041400","IT, ejendoms-, rejse-, kompetenceudviklings- og kommunikationsudgifter"
"0632041500","Rådgivende enheder"
"0632050000","Danidas erhvervsindsatser"
"0632050100","Beholdninger"
"0632051200","Danida Business Partnerships"
"0632051300","CSR træningsfonden vedr. IFU-investeringer"
"0632051500","Innovative Partnerskaber"
"0632051600","FN's Global Compact"
"0632051700","Gennemførsel af aktiviteter i erhvervshandlingsplanen"
"0632051800","Danida Business Finance"
"0632051900","Den arabiske Investeringsfond (AIF)"
"0632060000","Blandede kreditter"
"0632060100","Beholdninger"
"0632061000","Blandede kreditter"
"0632070000","Lånebistand"
"0632070100","Beholdninger"
"0632071200","Afskrivning af lån"
"0632071300","Nedskrivning af lån"
"0632071400","Gældslettelse til udviklingslandene"
"0632071500","Afdrag på statslån til udviklingslande"
"0632080000","Øvrig bistand (tekstanm. 101)"
"0632080100","Beholdninger"
"0632081000","Styrkelse af indsatser i nærområder"
"0632082000","Bilateral regionalbistand"
"0632083000","Projekter til støtte for demokrati og menneskerettigheder"
"0632084000","Støtte til Rehabilitering- og Forskningscentret for Torturofre (RCT)"
"0632085000","Det Arabiske Initiativ"
"0632086000","Stabilisering og konfliktforebyggelse"
"0632087000","Demokrati og menneskerettigheder"
"0632088000","Freds- og Stabiliseringsfonden"
"0632100000","Overgangsbistand til vestlige Balkan (tekstanm. 101)"
"0632101000","Overgangsbistand til Albanien"
"0632101100","Overgangsbistand til øvrige Balkan"
"0632110000","Naboskabsprogram (tekstanm. 101)"
"0632111000","Programindsatser"
"0632112000","Øvrige indsatser"
"0633000000","Bistand gennem civilsamfundsorganisationer"
"0633010000","Bistand gennem civilsamfundsorganisationer (tekstanm. 101)"
"0633010100","Beholdninger"
"0633011000","Rammeaftaler"
"0633011100","Strategiske Initiativer"
"0633011200","Puljeordninger og netværk"
"0634000000","Miljø- og klimabistand"
"0634010000","Miljø- og klimabistand i udviklingslande mv."
"0634010100","Beholdninger"
"0634011000","Nye danske indsatser i globale miljøprogrammer"
"0634012000","Bilaterale miljøindsatser"
"0634013000","Klimainvesteringsfonden"
"0634015000","FN's Miljøprogram (UNEP)"
"0634016000","Den Globale Miljøfacilitet (GEF)"
"0634017000","Klimapulje"
"0634018000","Øvrige miljøbidrag"
"0634019000","Ozonfonden"
"0635000000","Forsknings- og oplysningsvirksomhed"
"0635010000","Forskning og oplysning i Danmark mv. (tekstanm. 101)"
"0635010100","Beholdninger"
"0635011000","Projekter i Danmark"
"0635011100","Forskningsvirksomhed"
"0635011300","Oplysningsvirksomhed"
"0635011400","Kulturelt samarbejde"
"0635011500","Udredningsvirksomhed"
"0635011700","Seminarer, kurser, konferencer mv."
"0635011800","Evaluering"
"0635020000","International udviklingsforskning"
"0635020100","Beholdninger"
"0635021000","International landbrugsforskning (CGIAR)"
"0635021100","Anden international udviklingsforskning"
"0636000000","Multilateral bistand gennem FN mv."
"0636010000","De Forenede Nationers Udviklingsprogram (UNDP)"
"0636010100","Beholdninger"
"0636011000","FN's Udviklingsprogram (UNDP)"
"0636011200","FN's ligestillingsenhed (UN women)"
"0636011300","Bidrag til UNDP-trustfonde"
"0636011400","FN-byen"
"0636020000","De Forenede Nationers Børnefond (UNICEF)"
"0636020100","Beholdninger"
"0636021000","Generelt bidrag til UNICEF"
"0636021100","UNICEF's lagerfaciliteter i København"
"0636030000","HIV/AIDS, Befolknings- og sundhedsprogrammer"
"0636030100","Beholdninger"
"0636031000","FN's Befolkningsfond (UNFPA)"
"0636031100","IPPF m.fl."
"0636031200","Verdenssundhedsorganisationen WHO's udviklingsaktiviteter"
"0636031400","FN's Aids-bekæmpelsesprogram (UNAIDS)"
"0636031500","Hiv/aids og øvrige befolkningsprogrammer"
"0636031600","Den Globale Fond for Bekæmpelse af Aids, Tuberkulose og Malaria"
"0636031700","Det globale vaccinationsinitiativ (GAVI)"
"0636040000","FN programmer for landsbrugsudvikling"
"0636040100","Beholdninger"
"0636041000","FN's Verdensfødevareprogram (WFP)"
"0636041100","FN's Landbrugsudviklingsfond (IFAD)"
"0636050000","Globale Miljøprogrammer"
"0636050100","Beholdninger"
"0636051000","FN's Miljøprogram (UNEP)"
"0636051200","Øvrige miljøbidrag"
"0636060000","FN's øvrige udviklingsprogrammer og diverse multilaterale bidrag"
"0636060100","Beholdninger"
"0636061000","FN's organisation for industriel udvikling (UNIDO)"
"0636061300","FN's arbejdsorganisation (ILO)"
"0636061400","FN's organisation for uddannelse, forskning, kultur og kommunikation (UNESCO)"
"0636061600","Multilaterale rådgivere"
"0636061900","FN-forbundet i Danmark"
"0636062000","Støtte til aktiviteter inden for handel og udvikling"
"0636062100","FN's Fredsbevarende operationer"
"0636062300","OECD-DAC udviklingsrelateret bidrag"
"0636062400","Diverse multilaterale bidrag"
"0636062500","FN's kontor for Narkotika og Kriminalitet (UNODC)"
"0637000000","Udviklingsbanker, -fonde og EU"
"0637010000","Verdensbankgruppen"
"0637010100","Beholdninger"
"0637011000","Verdensbanken (IBRD)"
"0637011100","Den internationale Udviklingssammenslutning (IDA)"
"0637011200","Den Internationale Valutafond (IMF)"
"0637011300","Den internationale finansieringsinstitution (IFC)"
"0637011400","Bistand til Mellemøsten gennem IBRD"
"0637011500","Special Action Account"
"0637011700","Verdensbankens globale facilitet for katastrofeforebyggelse"
"0637011800","Global Partnership for Education (GPE)"
"0637020000","Regionale udviklingsbanker"
"0637020100","Beholdninger"
"0637021000","Den afrikanske Udviklingsbank (AfDB)"
"0637021100","Den asiatiske Udviklingsbank (AsDB)"
"0637021200","Den interamerikanske Udviklingsbank (IDB)"
"0637030000","Regionale udviklingsfonde, gældslettelsesinitiativer og øvrige fonde"
"0637030100","Beholdninger"
"0637031000","Den afrikanske Udviklingsfond (AfDF)"
"0637031100","Den asiatiske Udviklingsfond (AsDF)"
"0637031300","Den nordiske Udviklingsfond (NDF)"
"0637031400","Multilaterale gældslettelsesinitiativer"
"0637040000","Bistand gennem Den Europæiske Union (EU)"
"0637040100","Beholdninger"
"0637041000","Den Europæiske Udviklingsfond (EUF)"
"0637041100","EU-lån til Tyrkiet"
"0638000000","Multilateral bistand til øvrige indsatser"
"0638010000","Multilateral regional- og genopbygningsbistand"
"0638010100","Beholdninger"
"0638011000","Multilateral regionalbistand"
"0638020000","Indsatser vedr. stabilitet og sikkerhed (tekstanm. 101)"
"0638020100","Beholdninger"
"0638021100","Bidrag til konfliktforebyggelse gennem multilaterale organisationer"
"0638030000","Diverse multilaterale bidrag"
"0638030100","Beholdninger"
"0638031000","Diverse multilaterale bidrag"
"0638032500","Støtte til multilaterale aktiviteter inden for handel og udvikling"
"0639000000","Humanitær bistand"
"0639010000","Generelle bidrag til internationale humanitære organisationer"
"0639010100","Beholdninger"
"0639011000","FN's Flygtningehøjkommissariat"
"0639011100","FN's organisation for Palæstinaflygtninge (UNRWA)"
"0639011200","FN's Humanitære Koordinationskontor (OCHA)"
"0639011300","Humanitær fødevarebistand (WFP)"
"0639011400","Den internationale Røde Kors Komite (ICRC)"
"0639011500","FN's Højkommissariat for Menneskerettigheder (OHCHR)"
"0639011600","FN's Humanitære Fond"
"0639011700","FN's organisation for minerydning (UNMAS)"
"0639020000","Humanitære bidrag til akutte og langvarige kriser (tekstanm. 101)"
"0639020100","Beholdninger"
"0639021000","Humanitære bidrag"
"0639021100","Civile beredskaber og akutte hum. indsatser"
"0639021200","Bistand til flygtninge og internt fordrevne i nærområder"
"0639021300","Nødhjælpspuljer"
"0639030000","Humanitære bidrag til partnere i akutte og langvarige kriser"
"0639031000","Strategiske partnerskabsaftaler"
"0639031100","Øvrige bidrag til akutte og langvarige kriser"
"0640000000","Eksport- internationaliserings- og investeringsfremmeindsats"
"0641000000","Fællesudgifter"
"0641020000","Eksportstipendiater"
"0641020100","Beholdninger"
"0641021000","Eksportstipendiater"
"0641022000","Innovationscentre"
"0641030000","Særlige eksportfremmetilskud (tekstanm. 101)"
"0641030100","Beholdninger"
"0641031000","Indsats for små og mellemstore virksomheder og innovative vækstvirksomheder og iværksættere"
"0641032000","Eksportfremme"
"0700000000","Finansministeriet"
"0710000000","Offentlig økonomi"
"0711000000","Centralstyrelsen"
"0711010000","Departementet"
"0711011000","Almindelig virksomhed"
"0711012000","Finansministeriets Administrative Fællesskab"
"0711013000","Arbejdsmarkedskommissionen"
"0711014000","Skattekommissionen"
"0711020000","Effektivisering af offentlige institutioner"
"0711020100","Beholdninger"
"0711021000","Effektivisering af offentlige institutioner"
"0711022000","Lønrefusion mv. for nationale eksperter"
"0711023100","Kapacitetstilpasningsreserve"
"0711023200","Implementeringspulje"
"0711024000","Bedre statistikdækning af den offentlige sektor"
"0711025000","Kommunalt-statsligt samarbejdsprojekt"
"0711026000","Kvalitetsreform"
"0711026100","Videncenter for velfærdsledelse"
"0711027000","Afbureaukratisering på det kommunale område"
"0711080000","DREAM-gruppen"
"0711081000","Almindelig virksomhed"
"0711790000","Reserver og budgetregulering"
"0711793000","Budgetregulering vedr. fokuseret administration i staten"
"0711794000","Budgetregulering vedr. fokuseret administration i staten (løn)"
"0711794500","Reserver"
"0712000000","Digitalisering"
"0712010000","Digitaliseringsstyrelsen"
"0712010100","Beholdninger"
"0712011000","Almindelig virksomhed"
"0712013000","NemKonto til private udbetalere"
"0712014000","Digital dokumentboks og NemSMS"
"0712015000","Fællesoffentlig brugerrettighedsstyring"
"0712016000","Statstidende"
"0712019000","Indtægtsdækket virksomhed"
"0712020000","Økonomiservicecenter (ØSC)"
"0712021000","Almindelig virksomhed"
"0712030000","Fonden for Velfærdsteknologi (tekstanm. 112)"
"0712030100","Beholdninger"
"0712031000","FVT - Administration"
"0712032000","FVT - udmøntede projekter"
"0712033000","FVT - Reserver og budgetregulering"
"0712040000","Fremme af digital forvaltning"
"0712040100","Beholdninger"
"0712041000","Fællesoffentlig digitalisering"
"0712042000","Kommunal medfinansiering af digitaliseringsløsninger"
"0712050000","Netværkssamfundet (tekstanm. 113)"
"0712050100","Beholdninger"
"0712051000","Informationsteknologiske initiativer"
"0712054600","E-læring mv."
"0712055000","Åbne standarder og open source"
"0712055100","IT-færdigheder"
"0712055200","It-sikkerhed"
"0712055300","Grøn It"
"0712056000","NemHandel"
"0712057000","Den digitale forvaltning"
"0712057600","Styrkelse af IT området"
"0712057700","Digitalisering"
"0712057800","IT for alle"
"0712058000","Informations- og kommunikationsteknologi"
"0712060000","Borger.dk"
"0712060100","Beholdninger"
"0712061000","Borger.dk"
"0712070000","Digital signatur"
"0712070100","Beholdninger"
"0712071000","Digital signatur"
"0713000000","Administration"
"0713010000","Statens Administration (tekstanm. 3, 102, 103, 105 og 106)"
"0713010100","Beholdninger"
"0713011000","Almindelig virksomhed"
"0713050000","Fleksjobordning i staten mv. (tekstanm. 105)"
"0713050100","Beholdninger"
"0713051000","Fleksjobordning i staten mv."
"0713052000","Fleksjob i staten mv. vedr. ansatte efter 1. januar 2013"
"0713053000","Fleksjob i staten mv. vedr. ansatte før 1. januar 2013"
"0713060000","Barselsfonden (tekstanm. 106)"
"0713060100","Beholdninger"
"0713061000","Barselsfonden"
"0713070000","Flere EUD-elever i staten"
"0713071000","Flere EUD-elever i staten"
"0713072000","Tilbagebetaling til Arbejdsgivernes Elevrefusion"
"0713120000","Afdrag på lån under bestyrelse af Statens Administration"
"0713121000","Afdrag og indfrielser"
"0713130000","Afskrivninger af uerholdelige beløb (tekstanm. 102)"
"0713131000","Afskrivning af uerholdelige beløb"
"0713150000","Diverse indtægter mv."
"0713151000","Overtagne aktiver vedr. arvingsløse kapitaler"
"0713152000","Overtagne sælgerpantebreve"
"0713153000","Frigørelsesafgift vedr. arbejderboliger"
"0713154000","Opsparede midler fra Arbejdsmarkeds feriefonds formue"
"0713155000","Ventekonto for NemKonto"
"0713350000","Afdrag på lån vedr. udviklingsbistand under Udenrigsministeriet"
"0713351000","Afdrag og indfrielser"
"0713400000","Regulering vedr. tipsfonde"
"0713403000","Regulering vedrørende tipsfonde (07.18)"
"0713410000","Renteindtægter mv."
"0713413000","Renteindtægter, Statens Administration"
"0713420000","Tilskud til modtagere af overskud fra Danske Spil A/S"
"0713421000","Tilskud til modtagere af overskud fra Danske Spil A/S"
"0714000000","Modernisering af den offentlige sektor"
"0714010000","Moderniseringsstyrelsen (tekstanm. 107 og 108)"
"0714010100","Beholdninger"
"0714011000","Almindelig virksomhed"
"0714012000","Sekretariat for statens samarbejdsudvalg"
"0714013000","Statens tjenesterejseforsikring"
"0714014000","Bod"
"0714015000","Det centrale Pensionsalderregister, PENSAB"
"0714016000","Medarbejdernes tilfredshed og trivsel skal måles og forbedres"
"0714017000","Lønkommission"
"0714019000","Indtægtsdækket virksomhed"
"0714030000","Personalepolitiske initiativer"
"0714034000","Aktiv dialog om sygefravær"
"0714035000","Oplysningskampagner skal fremme rekruttering"
"0714037000","Integrations- og oplæringsstillinger"
"0714040000","Ledelsespolitiske initiativer"
"0714040100","Beholdninger"
"0714042000","Ny fleksibel masteruddannelse i offentlig ledelse"
"0714043000","Institutionslederes ret til anerkendt lederuddannelse"
"0714044000","Videncenter for velfærdsledelse"
"0714110000","Statens Center for Kompetenceudvikling"
"0714111000","Almindelig virksomhed"
"0714120000","Udviklings- og omstillingsfonden"
"0714120100","Beholdninger"
"0714121000","Udviklings- og Omstillingsfonden"
"0714150000","Kompetencefonden"
"0714150100","Beholdninger"
"0714151000","Kompetencefonden"
"0714160000","Initiativer vedr. kompetenceudvikling"
"0714169500","Tilskudsfinansierede aktiviteter"
"0714180000","Fonden til udvikling af statens arbejdspladser"
"0714180100","Beholdninger"
"0714181000","Fonden til udvikling af statens arbejdspladser"
"0714210000","Fælles kompetenceudvikling som led i trepartsaftalerne"
"0714210100","Beholdninger"
"0714211000","Fælles kompetenceudvikling som led i trepartsaftalerne"
"0714220000","Decentral kompetenceudvikling som led i trepartsaftalerne"
"0714220100","Beholdninger"
"0714221000","Decentral kompetenceudvikling som led i trepartsaftalerne"
"0714310000","Europa-Parlamentet"
"0714311000","Vederlag til Europa-Parlamentsmedlemmer"
"0714350000","Lønforskud"
"0714351000","Lønforskud til tjenestemænd"
"0714370000","Udlånte statstjenestemænd"
"0714371000","Danica Liv A/S"
"0715000000","Statslige selskaber"
"0715010000","Udbytte fra statslige selskaber"
"0715011000","Udbytte mv."
"0715012000","Overførsel til Tipsfonde"
"0715020000","Salgsindtægter"
"0715026000","Salg af aktier i Max Bank A/S"
"0715027000","Mindre aktiedispositioner mv."
"0715050000","Indtægter fra Danske Spil A/S' overskud vedrørende spil i Grønland"
"0715051000","Indtægter fra Danske Spil A/S' overskud vedr. spil i Grønland"
"0715060000","Statens Ejendomssalg A/S (tekstanm. 5)"
"0715061000","Statens Ejendomssalg A/S"
"0715070000","Statens kapitalindskud i Højteknologifonden, Finansieringsfonden og Forebyggelsesfonden"
"0715071000","Statens kapitalindskud i Højteknologifonden"
"0715080000","Aktiedispositioner"
"0715081000","Kapitaludvidelse i SAS AB"
"0715082000","Køb af aktier i DONG Energy A/S"
"0715083000","Fusion mellem Max Bank A/S og Skælskør Bank A/S"
"0715084000","Konvertering af hybrid kernekapital til aktier, Kreditpakken"
"0716000000","Slotte og ejendomme"
"0716010000","Statens Ejendomsadministration (SEA-ordningen)"
"0716011000","SEA-virksomheden"
"0716030000","Slots- og Ejendomsstyrelsen"
"0716030100","Beholdninger"
"0716031000","Driftsbudget"
"0716040000","Slots- og Ejendomsstyrelsen - Slotte og haver"
"0716040100","Beholdninger"
"0716041000","Vedligeholdelse og anlæg vedr. slotte og haver"
"0716060000","Udvikling og opretning af Christianiaområdet"
"0716061000","Udgifter til udvikling og opretning af Christianiaområdet"
"0716080000","Vedligeholdelse og drift af Christianiaområdet"
"0716081000","Brugsafgift for Christiania"
"0716090000","Etablering af nye arkiver til Rigsarkivet mv. som OPP-projekt"
"0716091000","Driftsbudget"
"0716092000","Regulering af aktiv og gældsforpligtigelse"
"0717000000","Statens It"
"0717010000","Statens It"
"0717010100","Beholdninger"
"0717011000","Almindelig virksomhed"
"0718000000","Tipsfonde"
"0718030000","Ministeriet for Børn og Undervisnings fond til undervisning og folkeoplysning, oplysningsforbund m.fl. samt ungdomsformål"
"0718033000","Ministeriet for Børn og Undervisnings fond til undervisning og folkeoplysning"
"0718034000","Støtte til landsdækkende oplysningsforbund m.fl."
"0718035000","Ungdomsformål"
"0718037500","Administration"
"0718090000","Kulturministeriets fond til humanitære og almennyttige formål (tekstanm. 109)"
"0718095000","De landsdækkende almennyttige organisationer"
"0718096000","Støtte til andre almennyttige formål mv. (tekstanm. 109)"
"0718097500","Administration"
"0718130000","Administration af tipsfonde"
"0718131000","Kulturministeriets fond"
"0718137000","Drift af den fælles tipsdatabase og administration af Tips-fondene"
"0718140000","Kulturministeriets fond til idrætsorganisationer mv."
"0718142000","Team Danmark"
"0718143000","Danmarks Idrætsforbund"
"0718144000","Danske Gymnastik- og idrætsforeninger"
"0718145000","Dansk Firmaidrætsforbund"
"0718146000","Lokale- og anlægsfonden"
