"0311000000","Folketinget"
"0311010000","Folketinget"
"0311010100","Beholdninger"
"0311011000","Almindelig virksomhed"
"0311013000","Udvalgsarbejde"
"0311014000","Interparlamentariske forsamlinger"
"0311030000","Folketingets medlemmer"
"0311031000","Folketingsvederlag og boliggodtgørelse"
"0311032000","Befordringsudgifter"
"0311033000","Folketingsgruppestøtte"
"0311040000","Forhenværende folketingsmedlemmers efteruddannelse"
"0311040100","Beholdninger"
"0311041000","Efteruddannelse"
"0311050000","Erhvervelse af medlemsboliger"
"0311050100","Beholdninger"
"0311051000","Erhvervelse og ombygning af medlemsboliger"
"0311060000","Medlemsboliger"
"0311060100","Beholdninger"
"0311061000","Drift af medlemsboliger"
"0320000000","Folketingets Ombudsmand"
"0321000000","Folketingets Ombudsmand"
"0321010000","Folketingets Ombudsmand"
"0321010100","Beholdninger"
"0321011000","Almindelig virksomhed"
"0321019700","Anden tilskudsfinansieret virksomhed"
"0330000000","Statsrevisorerne og Rigsrevisionen"
"0331000000","Statsrevisorerne og Rigsrevisionen"
"0331010000","Statsrevisorerne"
"0331010100","Beholdninger"
"0331011000","Almindelig virksomhed"
"0331110000","Rigsrevisionen"
"0331111000","Almindelig virksomhed"
"0331119000","Indtægtsdækket virksomhed"
"0340000000","Folketingets pensioner"
"0341000000","Folketingets pensioner"
"0341010000","Folketingets pensioner"
"0341011000","Folketingets medlemspensioner"
"0341013000","Folketingets Administrations pensioner"
"0341014000","Folketingets Ombudsmands pensioner"
"0341015000","Statsrevisorernes pensioner"
"0341016000","Rigsrevisionens pensioner"
"0500000000","Statsministeriet"
"0510000000","Fællesudgifter"
"0511000000","Centralstyrelsen"
"0511010000","Departementet"
"0511010100","Beholdninger"
"0511011000","Almindelig virksomhed"
"0511012000","Tilskud"
"0511020000","Særlige regeringsinitiativer"
"0511021000","Særlige regeringsinitiativer"
"0511030000","Vederlag mv. til ministre og eftervederlag til tidligere ministre"
"0511031000","Almindelig virksomhed"
"0511032000","Vederlag mv. til ministre"
"0511033000","Eftervederlag til tidligere ministre"
"0511050000","Tilskud"
"0511051000","Avisårbogen"
"0511052000","Nordatlantens Brygge"
"0511790000","Reserver og budgetregulering"
"0511793000","Budgetregulering vedr. effektiv administration"
"0512000000","Grønland og Færøerne"
"0512030000","Rigsombudsmanden i Grønland"
"0512031000","Almindelig virksomhed"
"0512510000","Rigsombudsmanden på Færøerne"
"0512511000","Almindelig virksomhed"
"0600000000","Udenrigsministeriet"
"0610000000","Udenrigstjenesten mv."
"0611000000","Udenrigstjenesten mv."
"0611010000","Udenrigstjenesten"
"0611010100","Beholdninger"
"0611011000","Generel udenrigspolitik"
"0611012000","Administration af udviklingssamarbejde"
"0611013000","Eksport- og investeringsfremme mv."
"0611014000","Borgerservice"
"0611018000","Udenrigsministeriets Kompetencecenter"
"0611019000","Indtægtsdækket virksomhed, Udenrigsministeriets Kompetencecenter"
"0611019700","Andre tilskudsfinansierede aktiviteter"
"0611020000","Regeringens fællesudgifter vedrørende EU-formandskabet"
"0611020100","Beholdninger"
"0611021000","Fællesudgifter"
"0611030000","Udenrigstjenestens bygninger"
"0611032000","Afhændelse af anlægsprojekter"
"0611040000","Regeringens fællesudgifter vedrørende FN's Klimakonference (COP15)"
"0611041000","Fællesudgifter"
"0611050000","Indtægter fra borgerserviceydelser"
"0611051000","Indtægter fra borgerservicesager"
"0611060000","Renteindtægt af diverse tilgodehavender"
"0611061000","Renteindtægt af diverse tilgodehavender"
"0611110000","Institut for Menneskerettigheder - Danmarks Nationale Menneskerettighedsinstitution"
"0611111000","Almindelig virksomhed"
"0611119000","Indtægtsdækket virksomhed"
"0611119500","Tilskudsfinansieret virksomhed"
"0611119700","Andre tilskudsfinansierede aktiviteter"
"0611120000","Dansk Institut for Internationale Studier"
"0611120100","Beholdninger"
"0611121000","Almindelig virksomhed"
"0611129000","Indtægtsdækket virksomhed"
"0611129500","Tilskudsfinansieret virksomhed"
"0611129700","Anden tilskudsfinansieret virksomhed"
"0611130000","Dansk Center for Internationale Studier og Menneskerettigheder"
"0611130100","Beholdninger"
"0611131000","Almindelig virksomhed"
"0611139000","Indtægtsdækket virksomhed"
"0611139500","Tilskudsfinansieret virksomhed"
"0611139700","Andre tilskudsfinansierede aktiviteter"
"0611150000","Ikke-lovbundne tilskud til internationale formål og institutioner"
"0611150100","Beholdninger"
"0611151000","Tilskud til oplysningsarbejde mv."
"0611152000","Tilskud til internationale institutioner"
"0611153000","Internationale presseindsatser og markedsføring af Danmark"
"0611154000","Freds- og Stabiliseringsfonden (ikke udviklingsbistand)"
"0611155000","Udredning vedrørende Danmarks militære indsats i Kosovo, Afghanistan og Irak"
"0611190000","Bilateralt naboskabsprogram"
"0611190100","Beholdninger"
"0611191000","Almindelig virksomhed"
"0611191500","Freds og stabilitetsfremmende indsatser på Balkan"
"0611193000","Naboskabsindsatser i lande, der er omfattet af OECD's DAC-liste over modtagere af udviklingsbistand"
"0611194000","Naboskabsindsatser i lande, der ikke er omfattet af OECD's DAC-liste over modtagere af udviklingsbistand"
"0611210000","Udlodninger fra IØ og IFU"
"0611211000","Udlodninger fra IØ"
"0611212000","Udbytte fra IFU"
"0611790000","Reserver og budgetregulering"
"0611791000","Budgetregulering vedr. effektiv administration i staten (øvrig drift)"
"0611792000","Budgetregulering vedr. effektiv administration i staten (løn)"
"0611793000","Negativ budgetregulering vedrørende Barselsfonden"
"0620000000","Internationale organisationer"
"0621000000","Nordiske formål"
"0621010000","Nordisk Ministerråd"
"0621011000","Nordisk Ministerråd"
"0622000000","Øvrige internationale organisationer"
"0622010000","Fredsbevarende operationer mv. under de Forenede Nationer"
"0622011000","De Forenede Nationer"
"0622012000","Internationale straffedomstole"
"0622030000","Øvrige organisationer"
"0622031000","Almindelig virksomhed"
"0622050000","Den Europæiske Investeringsbank"
"0622051000","Den Europæiske Investeringsbank"
"0630000000","Bistand til udviklingslandene"
"0631000000","Reserver"
"0631790000","Reserver og budgetreguleringer"
"0631790100","Beholdninger"
"0631791000","Reserve"
"0631792000","Budgetregulering"
"0632000000","Bilateral bistand"
"0632010000","Udviklingslande i Afrika"
"0632010100","Beholdninger"
"0632010500","Etiopien"
"0632010600","Niger"
"0632010700","Zimbabwe"
"0632010800","Somalia"
"0632010900","Sydsudan"
"0632011000","Tanzania"
"0632011100","Kenya"
"0632011200","Uganda"
"0632011300","Mozambique"
"0632011500","Ghana"
"0632011600","Benin"
"0632011700","Burkina Faso"
"0632011800","Zambia"
"0632011900","Egypten"
"0632012000","Mali"
"0632012300","Øvrige indsatser i Afrika"
"0632012400","Særlige bilaterale hiv/aids-indsatser i Afrika"
"0632012500","Særlige bilaterale kvinde-indsatser i Afrika"
"0632012600","Opfølgning på Afrikakommissionens anbefalinger"
"0632020000","Udviklingslande i Asien og Latinamerika"
"0632020100","Beholdninger"
"0632020400","Pakistan"
"0632020500","Myanmar"
"0632020600","Cambodja"
"0632020700","Indonesien"
"0632020800","Palæstina"
"0632020900","Afghanistan"
"0632021100","Bangladesh"
"0632021200","Nepal"
"0632021300","Bhutan"
"0632021400","Vietnam"
"0632021500","Øvrige indsatser i Asien"
"0632021600","Nicaragua"
"0632021700","Bolivia"
"0632021800","Øvrige indsatser i Latinamerika"
"0632040000","Personelbistand"
"0632040100","Beholdninger"
"0632041000","Rådgiverbistand"
"0632041100","Stipendiatbistand"
"0632041200","Firmarådgivere"
"0632041300","Bistandsfaglig kompetenceudvikling mv."
"0632041400","IT, ejendoms-, rejse-, kompetenceudviklings- og kommunikationsudgifter"
"0632041500","Rådgivende enheder"
"0632041600","Vækstrådgivere"
"0632041700","Strategisk sektorsamarbejde"
"0632050000","Danidas erhvervsplatform"
"0632050100","Beholdninger"
"0632050200","Reserver"
"0632051000","(slettet)"
"0632051200","Erhvervsindsatser og samfundsansvar"
"0632051300","CSR træningsfonden vedr. IFU-investeringer"
"0632051500","Innovative Partnerskaber"
"0632051600","FN's Global Compact"
"0632051700","Gennemførsel af aktiviteter i erhvervshandlingsplanen"
"0632051800","Danida Business Finance"
"0632051900","Investeringsfonde"
"0632052000","Danida Business Delegations"
"0632052100","Official Danida Business Delegations"
"0632060000","Blandede kreditter"
"0632060100","Beholdninger"
"0632061000","Blandede kreditter"
"0632070000","Lånebistand"
"0632070100","Beholdninger"
"0632071200","Afskrivning af lån"
"0632071300","Nedskrivning af lån"
"0632071400","Gældslettelse til udviklingslandene"
"0632071500","Afdrag på statslån til udviklingslande"
"0632080000","Øvrig bistand"
"0632080100","Beholdninger"
"0632080200","Reserver"
"0632081000","Styrkelse af indsatser i nærområder"
"0632082000","Bilateral regionalbistand"
"0632083000","Projekter til støtte for demokrati og menneskerettigheder"
"0632084000","Dignity - Dansk Institut mod Tortur"
"0632085000","Det Arabiske Initiativ"
"0632086000","Stabilisering og konfliktforebyggelse"
"0632087000","Demokrati og menneskerettigheder"
"0632088000","Freds- og Stabiliseringsfonden"
"0632089000","Institut for Menneskerettigheder (IMR)"
"0632090000","Det Arabiske Initiativ"
"0632090100","Beholdninger"
"0632091000","Dansk-arabiske partnerskabsaftaler"
"0632092000","Øvrige indsatser"
"0632100000","Overgangsbistand til vestlige Balkan"
"0632101000","Overgangsbistand til Albanien"
"0632101100","Overgangsbistand til øvrige Balkan"
"0632110000","Naboskabsprogram"
"0632110100","Beholdninger"
"0632111000","Programindsatser"
"0632112000","Øvrige indsatser"
"0633000000","Bistand gennem civilsamfundsorganisationer"
"0633010000","Bistand gennem civilsamfundsorganisationer"
"0633010100","Beholdninger"
"0633011000","Rammeaftaler"
"0633011100","Strategiske Initiativer"
"0633011200","Puljeordninger og netværk"
"0634000000","Naturressourcer, energi og klimaforandringer"
"0634010000","Naturressourcer, energi og klimaforandringer i udviklingslande mv."
"0634010100","Beholdninger"
"0634010200","Reserver"
"0634011000","Nye danske indsatser i globale miljøprogrammer"
"0634012000","Bilaterale miljøindsatser"
"0634013000","Klimainvesteringsfonden"
"0634014000","Den Internationale Naturbevaringssammenslutning (IUCN)"
"0634015000","FN's Miljøprogram (UNEP)"
"0634016000","Den Globale Miljøfacilitet (GEF)"
"0634017000","Klimapulje"
"0634018000","Øvrige bidrag"
"0634019000","Ozonfonden"
"0635000000","Oplysningsvirksomhed"
"0635010000","Oplysning i Danmark mv."
"0635010100","Beholdninger"
"0635010200","Reserver"
"0635011000","Projekter i Danmark"
"0635011100","Forskningsvirksomhed"
"0635011300","Oplysningsvirksomhed"
"0635011400","Kulturelt samarbejde (CKU)"
"0635011500","Udredningsvirksomhed"
"0635011700","Seminarer, kurser, konferencer mv."
"0635011800","Evaluering"
"0635020000","International udviklingsforskning"
"0635020100","Beholdninger"
"0635021000","International landbrugsforskning (CGIAR)"
"0635021100","Anden international udviklingsforskning"
"0636000000","Multilateral bistand gennem FN mv."
"0636010000","De Forenede Nationers Udviklingsprogram (UNDP)"
"0636010100","Beholdninger"
"0636011000","FN's Udviklingsprogram (UNDP)"
"0636011200","FN's ligestillingsenhed (UN Women)"
"0636011300","Bidrag til UNDP-trustfonde"
"0636011400","FN-byen"
"0636020000","De Forenede Nationers Børnefond (UNICEF)"
"0636020100","Beholdninger"
"0636021000","Generelt bidrag til UNICEF"
"0636021100","UNICEF's lagerfaciliteter i København"
"0636030000","Hiv/aids, Befolknings- og Sundhedsprogrammer"
"0636030100","Beholdninger"
"0636031000","FN's Befolkningsfond (UNFPA)"
"0636031100","Den internationale Sammenslutning for Familieplanlægning (IPPF) m.fl."
"0636031200","Verdenssundhedsorganisationen WHO's udviklingsaktiviteter"
"0636031400","FN's Aids-bekæmpelsesprogram (UNAIDS) m.fl."
"0636031500","Hiv/aids og øvrige befolkningsprogrammer"
"0636031600","Den Globale Fond for Bekæmpelse af Aids, Tuberkulose og Malaria"
"0636031700","Det globale vaccinationsinitiativ (GAVI)"
"0636040000","FN-programmer for landbrugsudvikling"
"0636040100","Beholdninger"
"0636041000","FN's Verdensfødevareprogram (WFP)"
"0636041100","FN's Landbrugsudviklingsfond (IFAD)"
"0636050000","Globale Miljøprogrammer"
"0636050100","Beholdninger"
"0636051000","FN's Miljøprogram (UNEP)"
"0636051200","Øvrige miljøbidrag"
"0636060000","FN's øvrige udviklingsprogrammer og diverse multilaterale bidrag"
"0636060100","Beholdninger"
"0636061000","FN's organisation for industriel udvikling (UNIDO)"
"0636061300","FN's arbejdsorganisation (ILO)"
"0636061400","FN's organisation for uddannelse, forskning, kultur og kommunikation (UNESCO)"
"0636061600","Interessevaretagelse i internationale organisationer"
"0636061900","FN-forbundet i Danmark"
"0636062000","Støtte til aktiviteter inden for handel og udvikling"
"0636062100","FN's Fredsbevarende operationer"
"0636062300","OECD-DAC udviklingsrelateret bidrag"
"0636062400","Diverse multilaterale bidrag"
"0636062500","FN's kontor for Narkotika og Kriminalitet (UNODC)"
"0637000000","Udviklingsbanker, -fonde og EU"
"0637010000","Verdensbankgruppen"
"0637010100","Beholdninger"
"0637011000","Verdensbanken (IBRD)"
"0637011100","Den internationale Udviklingssammenslutning (IDA)"
"0637011200","Den Internationale Valutafond (IMF)"
"0637011300","Den internationale finansieringsinstitution (IFC)"
"0637011400","Bistand til Mellemøsten gennem IBRD"
"0637011500","Special Action Account"
"0637011700","Verdensbankens globale facilitet for katastrofeforebyggelse"
"0637011800","Global Partnership for Education (GPE)"
"0637020000","Regionale udviklingsbanker"
"0637020100","Beholdninger"
"0637021000","Den afrikanske Udviklingsbank (AfDB)"
"0637021100","Den asiatiske Udviklingsbank (AsDB)"
"0637021200","Den interamerikanske Udviklingsbank (IDB)"
"0637021300","Den asiatiske Infrastrukturinvesteringsbank (AIIB)"
"0637030000","Regionale udviklingsfonde, gældslettelsesinitiativer og øvrige fonde"
"0637030100","Beholdninger"
"0637031000","Den afrikanske Udviklingsfond (AfDF)"
"0637031100","Den asiatiske Udviklingsfond (AsDF)"
"0637031300","Den nordiske Udviklingsfond (NDF)"
"0637031400","Multilaterale gældslettelsesinitiativer"
"0637040000","Bistand gennem Den Europæiske Union (EU)"
"0637040100","Beholdninger"
"0637041000","Den Europæiske Udviklingsfond (EUF)"
"0637041100","EU-lån til Tyrkiet"
"0638000000","Partnerskaber for bæredygtig vækst"
"0638010000","Mobilisering af finansiering til investeringer"
"0638010100","Beholdninger"
"0638011000","Multilateral regionalbistand"
"0638011100","Investeringsfonden for Udviklingslande (IFU)"
"0638011200","Den internationale finansieringsinstitution (IFC)"
"0638011300","Danida Business Finance (DBF)"
"0638011400","Projektudviklingsfacilitet Danida Business Finance"
"0638020000","Rammebetingelser, viden og forretningsmuligheder"
"0638020100","Beholdninger"
"0638021100","Bidrag til konfliktforebyggelse gennem multilaterale organisationer"
"0638021200","Partnerskaber for markedsdrevet vækst"
"0638021300","Vækstrådgivere"
"0638021400","Strategisk sektorsamarbejde"
"0638021500","FN's arbejdsorganisation (ILO)"
"0638021600","Støtte til aktiviteter indenfor handel og udvikling"
"0638021700","Energi- og vandressourcer mv."
"0638021800","Strategiske indsatser i vækstmarkeder"
"0638021900","Forskningssamarbejde"
"0638022000","Stipendiatbistand"
"0638022100","Arbejdsmarkeder og rammebetingelser"
"0638030000","Diverse multilaterale bidrag"
"0638030100","Beholdninger"
"0638031000","Diverse multilaterale bidrag"
"0638032000","Støtte til Internationale Menneskerettigheder, NGO'er m.v."
"0638032500","Støtte til multilaterale aktiviteter inden for handel og udvikling"
"0639000000","Humanitær bistand"
"0639010000","Generelle bidrag til internationale humanitære organisationer"
"0639010100","Beholdninger"
"0639011000","FN's Flygtningehøjkommissariat (UNHCR)"
"0639011100","FN's organisation for Palæstinaflygtninge (UNRWA)"
"0639011200","FN's Humanitære Koordinationskontor (OCHA)"
"0639011300","Humanitær fødevarebistand (WFP)"
"0639011400","Den internationale Røde Kors Komite (ICRC)"
"0639011500","FN's Højkommissariat for Menneskerettigheder (OHCHR)"
"0639011600","FN's Humanitære Fond (CERF)"
"0639011700","FN's organisation for minerydning (UNMAS)"
"0639020000","Humanitære bidrag til akutte og langvarige kriser"
"0639020100","Beholdninger"
"0639021000","Humanitære bidrag"
"0639021100","Civile beredskaber og akutte hum. indsatser"
"0639021200","Bistand til flygtninge og internt fordrevne i nærområder"
"0639021300","Nødhjælpspuljer"
"0639030000","Humanitære bidrag til partnere i akutte og langvarige kriser"
"0639030100","Beholdninger"
"0639031000","Strategiske Partnerskaber og Nødhjælpspuljer"
"0639031100","Øvrige bidrag til akutte og langvarige kriser"
"0640000000","Eksport-, internationaliserings- og investeringsfremmeindsats"
"0641000000","Fællesudgifter"
"0641020000","Eksportstipendiater og handelskontorer"
"0641020100","Beholdninger"
"0641021000","Eksportstipendiater og handelskontorer"
"0641022000","Innovationscentre"
"0641030000","Særlige eksportfremmetilskud"
"0641030100","Beholdninger"
"0641031000","Indsats for små og mellemstore virksomheder og innovative vækstvirksomheder og iværksættere"
"0641032000","Fælles erhvervsfremstød"
"0641033000","Officielle erhvervsfremstød"
"0700000000","Finansministeriet"
"0710000000","Offentlig økonomi"
"0711000000","Centralstyrelsen"
"0711010000","Departementet"
"0711011000","Almindelig virksomhed"
"0711012000","Finansministeriets Administrative Fællesskab"
"0711013000","Arbejdsmarkedskommissionen"
"0711014000","Skattekommissionen"
"0711020000","Effektivisering af offentlige institutioner"
"0711020100","Beholdninger"
"0711021000","Effektivisering af offentlige institutioner"
"0711022000","Lønrefusion mv. for nationale eksperter"
"0711023100","Kapacitetstilpasningsreserve"
"0711023200","Implementeringspulje"
"0711024000","Bedre statistikdækning af den offentlige sektor"
"0711025000","Kommunalt-statsligt samarbejdsprojekt"
"0711026000","Tværoffentligt effektiseringssamarbejde"
"0711026100","Videncenter for velfærdsledelse"
"0711027000","Afbureaukratisering på det kommunale område"
"0711028000","Udvikling af metodeværktøj til evaluering af satspuljen"
"0711080000","DREAM-gruppen"
"0711081000","Almindelig virksomhed"
"0711090000","De Økonomiske Råd"
"0711091000","Almindelig virksomhed"
"0711099500","Tilskudsfinansieret forskningsvirksomhed"
"0711700000","Reserve til udflytning af statslige arbejdspladser"
"0711701000","Udflytning af statslige arbejdspladser"
"0711790000","Reserver og budgetregulering"
"0711790100","Beholdninger"
"0711793000","Budgetregulering vedr. fokuseret administration i staten"
"0711794000","Budgetregulering vedr. fokuseret administration i staten (løn)"
"0711794500","Reserver"
"0712000000","Digitalisering"
"0712010000","Digitaliseringsstyrelsen"
"0712010100","Beholdninger"
"0712011000","Almindelig virksomhed"
"0712013000","NemKonto til private udbetalere"
"0712014000","Digital dokumentboks og NemSMS"
"0712015000","Fællesoffentlig brugerrettighedsstyring"
"0712015200","It-sikkerhed"
"0712016000","Statstidende"
"0712019000","Indtægtsdækket virksomhed"
"0712019700","Tilskudsfinansieret aktivitet"
"0712020000","Fællesoffentlige initiativer"
"0712020100","Beholdninger"
"0712021000","Drift af fællesoffentlig digitalisering"
"0712022000","Kommunal medfinansiering af digitaliseringsløsninger"
"0712023000","Grunddataprogrammmet"
"0712024000","Udvikling af fællesoffentlig digitalisering"
"0712025000","Fællesoffentlig digitaliseringsstrategi"
"0712026000","Telemedicin m.v."
"0712027000","Tilskud"
"0712028000","Fælleskommunal Digitaliseringsstrategi"
"0712030000","Tilskud til fællesoffentlig digitalisering"
"0712030100","Beholdninger"
"0712031000","FVT - Administration"
"0712032000","FVT - Tilskud til projekter"
"0712033000","FVT - Initiativer"
"0712034000","Fælleskommunal digitaliseringsstrategi - tilskud"
"0712040000","Fremme af digital forvaltning"
"0712040100","Beholdninger"
"0712041000","Fællesoffentlig digitalisering"
"0712042000","Kommunal medfinansiering af digitaliseringsløsninger"
"0712043000","Grunddataprogrammet"
"0712050000","Netværkssamfundet"
"0712050100","Beholdninger"
"0712051000","Informationsteknologiske initiativer"
"0712054600","E-læring mv."
"0712055000","Åbne standarder og open source"
"0712055100","IT-færdigheder"
"0712055200","It-sikkerhed"
"0712055300","Grøn It"
"0712056000","NemHandel"
"0712057000","Den digitale forvaltning"
"0712057600","Styrkelse af IT området"
"0712057700","Digitalisering"
"0712057800","IT for alle"
"0712058000","Informations- og kommunikationsteknologi"
"0712060000","Borger.dk"
"0712060100","Beholdninger"
"0712061000","Borger.dk"
"0712070000","Digital signatur"
"0712070100","Beholdninger"
"0712071000","Digital signatur"
"0713000000","Administration"
"0713010000","Statens Administration"
"0713010100","Beholdninger"
"0713011000","Almindelig virksomhed"
"0713050000","Fleksjobordning i staten mv."
"0713050100","Beholdninger"
"0713051000","Fleksjobordning i staten mv."
"0713052000","Fleksjob i staten mv. vedr. ansatte efter 1. januar 2013"
"0713053000","Fleksjob i staten mv. vedr. ansatte før 1. januar 2013"
"0713060000","Barselsfonden"
"0713060100","Beholdninger"
"0713061000","Barselsfonden"
"0713070000","Flere EUD-elever i staten"
"0713071000","Flere EUD-elever i staten"
"0713072000","Tilbagebetaling til Arbejdsgivernes Elevrefusion"
"0713120000","Afdrag på lån under bestyrelse af Statens Administration"
"0713121000","Afdrag og indfrielser"
"0713130000","Afskrivninger af uerholdelige beløb"
"0713131000","Afskrivning af uerholdelige beløb"
"0713150000","Diverse indtægter mv."
"0713151000","Overtagne aktiver vedr. arvingsløse kapitaler"
"0713152000","Overtagne sælgerpantebreve"
"0713153000","Frigørelsesafgift vedr. arbejderboliger"
"0713154000","Opsparede midler fra Arbejdsmarkeds feriefonds formue"
"0713155000","Ventekonto for NemKonto"
"0713350000","Afdrag på lån vedr. udviklingsbistand under Udenrigsministeriet"
"0713351000","Afdrag og indfrielser"
"0713400000","Regulering vedr. Udlodningsloven"
"0713403000","Regulering vedr. Udlodningsloven"
"0713410000","Renteindtægter mv."
"0713413000","Renteindtægter, Statens Administration"
"0713420000","Tilskud til modtagere af overskud fra Danske Spil A/S"
"0713421000","Tilskud til modtagere af overskud fra Danske Spil A/S"
"0714000000","Modernisering af den offentlige sektor"
"0714010000","Moderniseringsstyrelsen"
"0714010100","Beholdninger"
"0714011000","Almindelig virksomhed"
"0714012000","Sekretariat for statens samarbejdsudvalg"
"0714013000","Statens tjenesterejseforsikring"
"0714014000","Bod"
"0714015000","Center for offentlig innovation"
"0714016000","Medarbejdernes tilfredshed og trivsel skal måles og forbedres"
"0714017000","Lønkommission"
"0714019000","Indtægtsdækket virksomhed"
"0714030000","Personalepolitiske initiativer"
"0714032000","Årlige medarbejderudviklingssamtaler - bedre planlægning af medarbejdernes kompetenceudvikling"
"0714034000","Aktiv dialog om sygefravær"
"0714035000","Oplysningskampagner skal fremme rekruttering"
"0714037000","Integrations- og oplæringsstillinger"
"0714040000","Ledelsespolitiske initiativer"
"0714040100","Beholdninger"
"0714042000","Ny fleksibel masteruddannelse i offentlig ledelse"
"0714043000","Institutionslederes ret til anerkendt lederuddannelse"
"0714044000","Videncenter for velfærdsledelse"
"0714050000","Implementerings- og systemudviklingspuljen"
"0714051000","Almindelig virksomhed"
"0714052000","Reserve vedrørende opgaver overført til Udbetaling Danmark"
"0714060000","Partssamarbejde om samarbejde, tillid og arbejdsmiljø"
"0714061000","Almindelig virksomhed"
"0714070000","Vederlag mv. til ministre og eftervederlag til tidligere ministre"
"0714071000","Almindelig virksomhed"
"0714072000","Vederlag mv. til ministre"
"0714073000","Eftervederlag til tidligere ministre"
"0714110000","Kompetencesekretariatet"
"0714111000","Almindelig virksomhed"
"0714120000","Udviklings- og omstillingsfonden"
"0714120100","Beholdninger"
"0714121000","Udviklings- og Omstillingsfonden"
"0714150000","Kompetencefonden"
"0714150100","Beholdninger"
"0714151000","Kompetencefonden"
"0714160000","Initiativer vedr. kompetenceudvikling"
"0714169500","Tilskudsfinansierede aktiviteter"
"0714180000","Fonden til udvikling af statens arbejdspladser"
"0714180100","Beholdninger"
"0714181000","Fonden til udvikling af statens arbejdspladser"
"0714182000","Fælles Kompetenceudvikling som led i trepartsaftalerne"
"0714183000","Decentral kompetenceudvikling som led i trepartsaftalerne"
"0714190000","Andre personalemæssige udgifter ved udflytning"
"0714191000","Personalemæssige udgifter ved Udflytning"
"0714210000","Fælles kompetenceudvikling som led i trepartsaftalerne"
